civilians,militants_terrorists_insurgents,security_forces,total_number_of_people,district,report_date,state_full,svmlabel1,objecttype,verb
1,,,1,kupwara,7/15/2001,,civilian,person,injured
1,0,0,1,poonch,7/15/2001,,civilian,person,injured
0,1,0,1,hazaribagh,7/15/2001,Jharkhand,civilian,person,arrested
0,3,0,3,jaintia hills,7/15/2001,,terrorist,person,arrested
0,2,0,2,sivasagar,7/15/2001,Assam,terrorist,person,arrested
0,2,0,2,tinsukia,7/15/2001,Assam,terrorist,person,arrested
,32,,32,jammu,7/16/2001,,terrorist,person,killed
1,1,1,1,poonch,7/16/2001,,civilian,person,killed
0,6,1,7,baramulla,7/16/2001,,security,person,killed
,,1,1,srinagar,7/16/2001,,security,person,killed
0,0,1,1,udhampur,7/16/2001,,security,person,killed
0,4,0,4,kupwara,7/16/2001,,terrorist,person,killed
0,3,0,3,baramulla,7/16/2001,,terrorist,person,killed
0,1,0,1,kokrajhar,7/16/2001,Assam,terrorist,person,killed
1,0,0,1,dhalai,7/16/2001,Tripura,civilian,person,killed
1,0,0,1,dhalai,7/16/2001,Tripura,civilian,person,injured
0,2,0,2,south tripura,7/16/2001,Tripura,terrorist,person,arrested
0,3,0,3,ganderbal,7/17/2001,,terrorist,person,killed
0,2,0,2,jammu,7/17/2001,,terrorist,person,killed
0,0,2,2,doda,7/17/2001,,security,person,killed
0,0,0,0,doda,7/17/2001,,civilian,person,injured
0,0,5,5,jammu,7/17/2001,,security,person,injured
0,0,5,5,kupwara,7/17/2001,,security,person,killed
0,0,5,5,kupwara,7/17/2001,,civilian,person,injured
4,0,0,4,doda,7/17/2001,,civilian,person,killed
0,1,0,1,moga,7/17/2001,Punjab,terrorist,person,arrested
0,2,0,2,dhubri,7/18/2001,Assam,terrorist,person,killed
0,2,0,2,kokrajhar,7/18/2001,Assam,terrorist,person,killed
8,0,0,8,nalbari,7/18/2001,Assam,terrorist,person,arrested
1,0,1,2,srinagar,7/18/2001,Jammu and Kashmir,security,person,injured
0,4,1,5,baramulla,7/19/2001,,security,person,killed
0,2,0,2,jammu,7/19/2001,,terrorist,person,killed
0,0,1,1,jammu,7/19/2001,,security,person,killed
0,0,1,1,jammu,7/19/2001,,civilian,person,injured
0,1,0,1,nagaon,7/19/2001,Assam,terrorist,person,killed
0,1,0,1,kokrajhar,7/19/2001,Assam,terrorist,person,killed
0,0,1,1,kokrajhar,7/19/2001,Assam,security,person,killed
0,2,0,2,srinagar,7/20/2001,,terrorist,person,killed
0,2,0,2,udhampur,7/20/2001,,terrorist,person,killed
0,1,0,1,poonch,7/20/2001,,terrorist,person,killed
0,1,0,1,baramulla,7/20/2001,,terrorist,person,killed
2,0,0,2,doda,7/20/2001,,civilian,person,arrested
,1,,1,kupwara,7/20/2001,,terrorist,person,killed
2,0,0,2,doda,7/20/2001,,civilian,person,killed
1,3,0,4,baramulla,7/20/2001,,terrorist,person,killed
3,0,0,3,karbi anglong,7/20/2001,Assam,civilian,person,killed
1,0,0,1,west tripura,7/20/2001,Tripura,civilian,person,killed
2,2,2,2,anantnag,7/21/2001,,security,person,killed
,4,1,5,poonch,7/21/2001,,security,person,killed
,2,,2,udhampur,7/21/2001,,terrorist,person,killed
0,1,0,1,rajouri,7/21/2001,,terrorist,person,killed
0,0,3,3,poonch,7/21/2001,,security,person,killed
0,0,1,1,doda,7/21/2001,,security,person,injured
1,1,1,1,kulgam,7/21/2001,,terrorist,person,killed
0,3,0,3,kupwara,7/21/2001,,terrorist,person,killed
0,1,0,1,poonch,7/21/2001,,terrorist,person,killed
0,1,0,1,jammu,7/21/2001,,terrorist,person,killed
0,0,6,6,tirap,7/21/2001,Arunachal Pradesh,security,person,killed
0,0,6,6,tirap,7/21/2001,Arunachal Pradesh,civilian,person,injured
1,,,1,palamu,7/21/2001,Jharkhand,civilian,person,killed
,1,,1,chittorgarh,7/21/2001,,civilian,person,arrested
0,3,0,3,kupwara,7/22/2001,,terrorist,person,killed
,5,1,6,poonch,7/22/2001,,security,person,killed
0,1,0,1,darbhanga,7/22/2001,Bihar,terrorist,person,arrested
1,0,0,1,srinagar,7/23/2001,,civilian,person,killed
2,0,5,7,srinagar,7/23/2001,,security,person,injured
0,2,0,2,baramulla,7/23/2001,,terrorist,person,killed
1,0,0,1,kupwara,7/23/2001,,civilian,person,killed
0,1,0,1,jammu,7/23/2001,,terrorist,person,killed
0,0,4,4,jammu,7/23/2001,,security,person,injured
1,,,1,anantnag,7/23/2001,,civilian,person,killed
0,0,3,3,north cachar hills,7/23/2001,Assam,security,person,killed
0,1,0,1,north tripura,7/23/2001,Tripura,terrorist,person,killed
1,0,0,1,north tripura,7/23/2001,Tripura,civilian,person,injured
0,0,1,1,palamu,7/23/2001,Jharkhand,security,person,injured
1,0,0,1,anantpur,7/23/2001,Andhra Pradesh,civilian,person,killed
0,1,0,1,anantpur,7/23/2001,Andhra Pradesh,terrorist,person,arrested
2,0,0,2,baramulla,7/24/2001,Jammu and Kashmir,civilian,person,killed
5,0,1,6,baramulla,7/24/2001,Jammu and Kashmir,security,person,injured
0,0,1,1,kupwara,7/24/2001,Jammu and Kashmir,security,person,killed
10,0,0,10,bandipora,7/24/2001,Jammu and Kashmir,civilian,person,injured
3,0,5,8,srinagar,7/24/2001,Jammu and Kashmir,security,person,injured
1,0,0,1,kupwara,7/24/2001,Jammu and Kashmir,civilian,person,killed
22,0,0,22,north dinajpur,7/24/2001,West Bengal,civilian,person,injured
0,1,0,1,jalandhar,7/24/2001,,civilian,person,arrested
0,5,0,5,poonch,7/25/2001,,terrorist,person,killed
0,0,1,1,doda,7/25/2001,,security,person,killed
1,0,2,3,baramulla,7/25/2001,,security,person,injured
0,1,0,1,golaghat,7/25/2001,Assam,public,person,arrested
,,1,1,pulwama,7/26/2001,Jammu and Kashmir,civilian,person,killed
0,1,0,1,kupwara,7/26/2001,Jammu and Kashmir,terrorist,person,killed
0,1,1,2,budgam,7/26/2001,Jammu and Kashmir,security,person,killed
,1,,1,poonch,7/26/2001,Jammu and Kashmir,terrorist,person,killed
0,3,0,3,srinagar,7/26/2001,Jammu and Kashmir,civilian,person,arrested
0,2,0,2,churachandpur,7/26/2001,Manipur,terrorist,person,killed
0,0,1,1,churachandpur,7/26/2001,Manipur,security,person,injured
0,0,1,1,dhubri,7/26/2001,Assam,security,person,killed
1,2,1,4,baramulla,7/27/2001,,terrorist,person,killed
0,0,2,2,baramulla,7/27/2001,,security,person,injured
0,1,0,1,kupwara,7/27/2001,,terrorist,person,killed
0,1,0,1,srinagar,7/27/2001,,terrorist,person,killed
0,1,0,1,budgam,7/27/2001,,terrorist,person,killed
2,,,2,anantnag,7/27/2001,,civilian,person,injured
1,1,1,1,pulwama,7/27/2001,,security,person,killed
0,1,0,1,pulwama,7/27/2001,,civilian,person,killed
1,,,1,karbi anglong,7/27/2001,Assam,civilian,person,killed
,1,,1,srinagar,7/28/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,anantnag,7/28/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,baramulla,7/28/2001,Jammu and Kashmir,civilian,person,injured
0,0,1,1,udhampur,7/28/2001,Jammu and Kashmir,security,person,injured
0,0,1,1,doda,7/28/2001,Jammu and Kashmir,civilian,person,injured
1,,,1,srinagar,7/28/2001,Jammu and Kashmir,civilian,person,arrested
0,0,6,6,pulwama,7/28/2001,Jammu and Kashmir,security,person,killed
1,1,1,1,thoubal,7/28/2001,Manipur,civilian,person,killed
3,0,0,3,latehar,7/28/2001,Jharkhand,civilian,person,killed
0,12,0,12,west siang,7/28/2001,,terrorist,person,arrested
0,0,1,1,shopian,7/29/2001,,security,person,killed
0,0,2,2,shopian,7/29/2001,,security,person,injured
0,2,0,2,barpeta,7/29/2001,Assam,terrorist,person,killed
0,3,0,3,kupwara,7/29/2001,,terrorist,person,killed
0,2,0,2,patan,7/29/2001,,terrorist,person,killed
0,0,3,3,warangal,7/30/2001,,security,person,killed
4,0,0,4,warangal,7/30/2001,,security,person,injured
1,0,0,1,karimnagar,7/30/2001,,civilian,person,killed
0,4,0,4,nalgonda,7/30/2001,,terrorist,person,arrested
0,3,0,3,warangal,7/30/2001,,terrorist,person,arrested
0,1,0,1,nalgonda,7/30/2001,,terrorist,person,arrested
1,0,2,3,goalpara,7/30/2001,Assam,security,person,killed
0,4,0,4,nagaon,7/30/2001,Assam,civilian,person,surrendered
0,3,0,3,budgam,7/31/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,kupwara,7/31/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,jammu,7/31/2001,Jammu and Kashmir,terrorist,person,arrested
,2,,2,jammu,7/31/2001,Jammu and Kashmir,terrorist,person,arrested
0,3,0,3,poonch,7/31/2001,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,pulwama,7/31/2001,Jammu and Kashmir,civilian,person,killed
1,,,1,bishnupur,7/31/2001,Manipur,civilian,person,killed
0,0,1,1,bishnupur,7/31/2001,Manipur,security,person,injured
1,,5,6,kokrajhar,8/1/2001,Assam,civilian,person,killed
8,,,8,kokrajhar,8/1/2001,Assam,civilian,person,injured
,,,0,hyderabad,8/1/2001,,terrorist,person,arrested
0,5,0,5,poonch,8/1/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,rajouri,8/1/2001,Jammu and Kashmir,terrorist,person,killed
0,0,4,4,rajouri,8/1/2001,Jammu and Kashmir,security,person,injured
1,0,0,1,srinagar,8/1/2001,Jammu and Kashmir,civilian,person,killed
6,0,5,11,srinagar,8/1/2001,Jammu and Kashmir,security,person,injured
1,0,0,1,baramulla,8/1/2001,Jammu and Kashmir,civilian,person,killed
2,0,0,2,budgam,8/1/2001,Jammu and Kashmir,civilian,person,killed
0,2,0,2,barpeta,8/1/2001,Assam,terrorist,person,killed
0,1,0,1,tinsukia,8/1/2001,Assam,terrorist,person,killed
0,0,4,4,churachandpur,8/1/2001,Manipur,security,person,injured
,,2,2,bikaner,8/3/2001,,security,person,killed
0,2,0,2,hyderabad,8/3/2001,Andhra Pradesh,civilian,person,arrested
0,1,0,1,ranchi,8/3/2001,Jharkhand,terrorist,person,arrested
4,0,0,4,doda,8/4/2001,Jammu and Kashmir,civilian,person,injured
,4,,4,kupwara,8/4/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,poonch,8/4/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,pulwama,8/4/2001,Jammu and Kashmir,terrorist,person,killed
2,,,2,pulwama,8/4/2001,Jammu and Kashmir,civilian,person,injured
,1,,1,doda,8/4/2001,Jammu and Kashmir,civilian,person,killed
1,0,0,1,anantnag,8/4/2001,Jammu and Kashmir,civilian,person,killed
2,0,0,2,udhampur,8/4/2001,Jammu and Kashmir,civilian,person,injured
3,0,0,3,anantnag,8/4/2001,Jammu and Kashmir,civilian,person,killed
4,0,0,4,anantnag,8/4/2001,Jammu and Kashmir,civilian,person,injured
,3,,3,anantnag,8/4/2001,Jammu and Kashmir,terrorist,person,arrested
0,1,0,1,goalpara,8/4/2001,Assam,terrorist,person,killed
0,1,0,1,mumbai,8/4/2001,Maharashtra,civilian,person,killed
0,3,0,3,bishnupur,8/4/2001,Manipur,terrorist,person,surrendered
0,3,0,3,rajouri,8/5/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,srinagar,8/5/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,kupwara,8/5/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,kokrajhar,8/5/2001,Assam,terrorist,person,killed
,3,,3,kokrajhar,8/5/2001,Assam,civilian,person,arrested
2,0,8,10,bongaigaon,8/6/2001,Assam,security,person,killed
2,0,0,2,bongaigaon,8/6/2001,Assam,civilian,person,injured
0,3,0,3,darrang,8/6/2001,Assam,terrorist,person,killed
0,0,5,5,darrang,8/6/2001,Assam,security,person,injured
0,2,0,2,nalbari,8/6/2001,Assam,terrorist,person,killed
0,2,0,2,kupwara,8/6/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,srinagar,8/6/2001,Jammu and Kashmir,terrorist,person,killed
1,1,1,1,pulwama,8/6/2001,Jammu and Kashmir,civilian,person,killed
0,0,1,1,kupwara,8/6/2001,Jammu and Kashmir,security,person,killed
2,0,0,2,bishnupur,8/6/2001,Manipur,civilian,person,killed
0,1,0,1,karimnagar,8/6/2001,Andhra Pradesh,civilian,person,killed
1,1,1,1,budgam,8/7/2001,Jammu and Kashmir,civilian,person,killed
0,1,0,1,srinagar,8/7/2001,Jammu and Kashmir,terrorist,person,killed
0,1,0,1,warangal,8/7/2001,Andhra Pradesh,civilian,person,arrested
0,2,0,2,garhwa,8/7/2001,Jharkhand,civilian,person,killed
0,2,0,2,garhwa,8/7/2001,Jharkhand,terrorist,person,arrested
2,0,0,2,karbi anglong,8/7/2001,,civilian,person,killed
1,,,1,kanpur,8/7/2001,,civilian,person,arrested
0,1,0,1,kolkata,8/7/2001,,civilian,person,arrested
3,0,0,3,kupwara,8/8/2001,Jammu and Kashmir,civilian,person,arrested
0,4,0,4,doda,8/8/2001,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,budgam,8/8/2001,Jammu and Kashmir,civilian,person,killed
0,1,2,3,baramulla,8/8/2001,Jammu and Kashmir,security,person,killed
0,1,0,1,baramulla,8/8/2001,Jammu and Kashmir,civilian,person,injured
0,1,0,1,pulwama,8/8/2001,Jammu and Kashmir,terrorist,person,killed
,1,,1,thoubal,8/8/2001,,terrorist,person,killed
,2,,2,tinsukia,8/8/2001,Assam,terrorist,person,arrested
2,2,2,2,jammu,8/9/2001,,terrorist,person,killed
,1,,1,doda,8/9/2001,,terrorist,person,killed
0,1,0,1,kupwara,8/9/2001,,terrorist,person,killed
0,2,0,2,thoubal,8/9/2001,Assam,terrorist,person,killed
0,4,0,4,thoubal,8/9/2001,Assam,terrorist,person,arrested
3,0,1,4,bongaigaon,8/9/2001,Assam,security,person,injured
0,27,0,27,karimnagar,8/9/2001,,terrorist,person,surrendered
0,1,0,1,doda,8/10/2001,,terrorist,person,killed
1,0,0,1,kupwara,8/10/2001,,civilian,person,killed
4,0,0,4,badgam,8/10/2001,,civilian,person,injured
0,0,1,1,jammu,8/10/2001,,security,person,injured
0,3,0,3,kokrajhar,8/10/2001,Assam,terrorist,person,killed
0,2,0,2,kokrajhar,8/10/2001,Assam,terrorist,person,killed
0,1,0,1,sonitpur,8/10/2001,Assam,terrorist,person,killed
0,1,0,1,west tripura,8/10/2001,Tripura,terrorist,person,killed
1,0,0,1,west tripura,8/10/2001,Tripura,civilian,person,injured
1,0,0,1,karimnagar,8/10/2001,Andhra Pradesh,civilian,person,killed
,,6,6,malkangiri,8/11/2001,Orissa,security,person,killed
0,0,22,22,malkangiri,8/11/2001,Orissa,civilian,person,injured
0,0,5,5,east garo hills,8/11/2001,,security,person,killed
1,,1,2,east garo hills,8/11/2001,,security,person,injured
0,2,0,2,doda,8/11/2001,,terrorist,person,killed
0,1,0,1,kamrup,8/11/2001,Assam,terrorist,person,killed
0,5,0,5,ranchi,8/11/2001,Jharkhand,terrorist,person,arrested
0,0,1,1,anantnag,8/12/2001,,terrorist,person,killed
0,2,0,2,baramulla,8/12/2001,,terrorist,person,killed
5,0,4,9,srinagar,8/12/2001,,security,person,injured
0,5,0,5,rajouri,8/12/2001,,terrorist,person,killed
0,0,1,1,udhampur,8/12/2001,,security,person,killed
0,0,4,4,udhampur,8/12/2001,,civilian,person,injured
1,0,0,1,doda,8/12/2001,,civilian,person,killed
0,1,0,1,srinagar,8/13/2001,,terrorist,person,killed
0,1,0,1,doda,8/13/2001,,terrorist,person,killed
0,0,1,1,kupwara,8/13/2001,,security,person,killed
,2,,2,budgam,8/13/2001,,terrorist,person,killed
0,1,0,1,srinagar,8/13/2001,,civilian,person,killed
0,5,0,5,rajouri,8/13/2001,,terrorist,person,killed
0,1,0,1,budgam,8/13/2001,,terrorist,person,killed
0,1,0,1,baramulla,8/13/2001,,terrorist,person,killed
0,1,1,2,anantnag,8/13/2001,,security,person,killed
2,0,0,2,anantnag,8/13/2001,,civilian,person,injured
0,0,1,1,poonch,8/13/2001,,security,person,killed
0,3,0,3,nalbari,8/13/2001,Assam,terrorist,person,killed
,1,,1,nalbari,8/13/2001,Assam,terrorist,person,killed
0,1,0,1,cachar,8/13/2001,Assam,terrorist,person,killed
0,1,0,1,dhubri,8/13/2001,Assam,terrorist,person,killed
0,1,0,1,kupwara,8/14/2001,,terrorist,person,killed
,,1,1,doda,8/14/2001,,security,person,killed
0,0,1,1,anantnag,8/14/2001,,security,person,killed
1,0,0,1,srinagar,8/14/2001,,civilian,person,killed
0,2,0,2,lucknow,8/14/2001,Uttar Pradesh,terrorist,person,arrested
13,0,0,13,karbi anglong,8/14/2001,Assam,civilian,person,injured
1,,,1,bongaigaon,8/14/2001,Assam,civilian,person,killed
0,2,0,2,west khasi hills,8/14/2001,Meghalaya,terrorist,person,arrested
0,1,0,1,baramulla,8/15/2001,,terrorist,person,killed
0,1,0,1,doda,8/15/2001,,terrorist,person,killed
0,0,1,1,rajouri,8/15/2001,,security,person,killed
1,0,0,1,poonch,8/15/2001,,civilian,person,killed
0,2,0,2,rajouri,8/15/2001,,terrorist,person,killed
1,0,0,1,karbi anglong,8/15/2001,Assam,civilian,person,killed
0,3,0,3,poonch,8/16/2001,,terrorist,person,killed
,,2,2,poonch,8/16/2001,,security,person,injured
20,0,11,31,kupwara,8/16/2001,,civilian,person,injured
,,6,6,doda,8/16/2001,,security,person,injured
0,1,0,1,rajouri,8/16/2001,,terrorist,person,arrested
,3,,3,jammu,8/16/2001,,terrorist,person,arrested
0,0,0,0,kupwara,8/16/2001,,terrorist,person,arrested
3,0,0,3,patna,8/16/2001,Bihar,civilian,person,killed
1,0,0,1,wokha,8/16/2001,,civilian,person,injured
0,2,0,2,east champaran,8/16/2001,,civilian,person,arrested
0,1,0,1,reasi,8/17/2001,,terrorist,person,killed
1,0,0,1,doda,8/17/2001,,civilian,person,killed
2,2,2,2,doda,8/17/2001,,security,person,injured
0,1,0,1,doda,8/17/2001,,terrorist,person,arrested
,,1,1,kokrajhar,8/17/2001,,security,person,killed
0,1,0,1,barpeta,8/17/2001,,terrorist,person,killed
,,1,1,karbi anglong,8/17/2001,,security,person,injured
0,6,0,6,morigaon,8/17/2001,,terrorist,person,surrendered
0,1,0,1,bhopal,8/17/2001,,terrorist,person,arrested
0,7,0,7,baramulla,9/8/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,kupwara,9/8/2001,Jammu and Kashmir,terrorist,person,killed
2,0,0,2,srinagar,9/8/2001,Jammu and Kashmir,civilian,person,killed
1,1,1,1,pulwama,9/8/2001,Jammu and Kashmir,security,person,injured
1,0,0,1,srinagar,9/8/2001,Jammu and Kashmir,civilian,person,injured
1,0,0,1,poonch,9/8/2001,Jammu and Kashmir,civilian,person,killed
0,0,1,1,rajouri,9/8/2001,Jammu and Kashmir,security,person,killed
1,0,0,1,anantnag,9/9/2001,,public,person,killed
24,,,24,anantnag,9/9/2001,,civilian,person,injured
0,0,6,6,udhampur,9/9/2001,,security,person,killed
0,0,6,6,udhampur,9/9/2001,,civilian,person,injured
1,0,0,1,srinagar,9/9/2001,,civilian,person,killed
0,2,0,2,poonch,9/9/2001,,terrorist,person,killed
0,1,0,1,baramulla,9/9/2001,,terrorist,person,killed
,2,,2,poonch,9/9/2001,,terrorist,person,killed
1,0,0,1,poonch,9/9/2001,,civilian,person,killed
0,0,6,6,udhampur,9/10/2001,Jammu and Kashmir,security,person,killed
0,1,0,1,poonch,9/10/2001,Jammu and Kashmir,terrorist,person,killed
0,2,0,2,kupwara,9/10/2001,Jammu and Kashmir,terrorist,person,killed
1,0,0,1,srinagar,9/10/2001,Jammu and Kashmir,civilian,person,killed
14,,4,18,srinagar,9/10/2001,Jammu and Kashmir,security,person,injured
2,0,0,2,kupwara,9/10/2001,Jammu and Kashmir,civilian,person,killed
6,0,0,6,kupwara,9/10/2001,Jammu and Kashmir,civilian,person,injured
0,1,0,1,budgam,9/10/2001,Jammu and Kashmir,civilian,person,killed
0,2,0,2,karbi anglong,9/10/2001,Assam,terrorist,person,killed
0,1,0,1,karbi anglong,9/10/2001,Assam,civilian,person,injured
0,1,0,1,nalbari,9/10/2001,Assam,terrorist,person,killed
0,1,0,1,nagaon,9/10/2001,Assam,terrorist,person,arrested
0,3,0,3,garhwa,9/10/2001,Jharkhand,terrorist,infrastructure,arrested
1,0,0,1,mumbai,9/10/2001,Maharashtra,civilian,person,arrested
2,2,2,2,udhampur,9/11/2001,Jammu and Kashmir,terrorist,person,killed
0,0,1,1,kupwara,9/11/2001,Jammu and Kashmir,security,person,killed
0,0,7,7,kupwara,9/11/2001,Jammu and Kashmir,civilian,person,injured
0,0,1,1,srinagar,9/11/2001,Jammu and Kashmir,security,person,injured
0,3,0,3,poonch,9/11/2001,Jammu and Kashmir,terrorist,person,killed
0,4,0,4,kupwara,9/11/2001,Jammu and Kashmir,terrorist,person,killed
1,,,1,hazaribagh,9/11/2001,Jharkhand,civilian,person,killed
0,0,0,3,hazaribagh,9/11/2001,Jharkhand,civilian,person,injured
,1,,1,guntur,9/11/2001,Andhra Pradesh,civilian,person,killed
1,0,0,1,budgam,9/12/2001,,civilian,person,killed
3,0,1,4,srinagar,9/12/2001,,security,person,injured
2,0,0,2,kupwara,9/12/2001,,civilian,person,arrested
0,1,0,1,baramulla,9/12/2001,,terrorist,person,killed
0,1,0,1,srinagar,9/12/2001,,terrorist,person,arrested
0,3,0,3,kupwara,9/13/2001,,terrorist,person,killed
,,4,4,baramulla,9/13/2001,,security,person,injured
1,0,0,1,baramulla,9/13/2001,,civilian,person,killed
,,1,1,budgam,9/13/2001,,security,person,injured
0,1,0,1,doda,9/13/2001,,terrorist,person,killed
2,0,0,2,warangal,9/14/2001,Andhra Pradesh,civilian,person,killed
,3,,3,poonch,9/15/2001,,terrorist,person,killed
0,0,1,1,kulgam,9/15/2001,,security,person,killed
0,2,0,2,kulgam,9/15/2001,,security,person,injured
,1,,1,kupwara,9/15/2001,,terrorist,person,killed
0,0,1,1,kupwara,9/15/2001,,security,person,killed
0,1,0,1,rajouri,9/15/2001,,terrorist,person,killed
0,0,0,0,hyderabad,9/15/2001,,civilian,person,killed
2,,,2,kokrajhar,9/16/2001,Assam,civilian,person,killed
,,1,1,udhampur,9/16/2001,,security,person,killed
0,0,4,4,udhampur,9/16/2001,,civilian,person,injured
,1,,1,kupwara,9/16/2001,,terrorist,person,killed
,,2,2,srinagar,9/16/2001,,security,person,injured
0,0,2,2,srinagar,9/16/2001,,security,person,injured
3,0,3,6,anantnag,9/16/2001,,security,person,injured
1,0,0,1,ramgarh,9/16/2001,,civilian,person,injured
0,4,0,4,baramulla,9/25/2001,,terrorist,person,killed
0,2,0,2,poonch,9/25/2001,,terrorist,person,killed
0,0,0,0,pulwama,9/25/2001,,terrorist,person,killed
0,0,2,2,pulwama,9/25/2001,,security,person,injured
0,2,0,2,jammu,9/25/2001,,terrorist,person,killed
1,1,1,1,srinagar,9/25/2001,,civilian,person,killed
1,0,0,1,ganderbal,9/25/2001,,civilian,person,killed
1,0,0,1,poonch,9/25/2001,,civilian,person,killed
0,1,0,1,anantnag,9/25/2001,,terrorist,person,killed
0,5,0,5,darrang,9/25/2001,Assam,terrorist,person,arrested
0,1,0,1,jorhat,9/25/2001,Assam,terrorist,person,arrested
0,17,0,17,kolkata,9/25/2001,West Bengal,civilian,person,arrested
,,,0,burdwan,9/25/2001,West Bengal,civilian,person,arrested
6,,,6,purulia,9/25/2001,,civilian,person,arrested
0,1,1,2,baramulla,9/27/2001,Jammu and Kashmir,security,person,killed
1,1,,2,anantnag,9/27/2001,Jammu and Kashmir,terrorist,person,killed
8,0,2,10,srinagar,9/27/2001,Jammu and Kashmir,security,person,injured
1,0,0,1,doda,9/27/2001,Jammu and Kashmir,civilian,person,killed
